word or phrase,translation
クリケット,cricket (game)
クリスタル,crystal
クリスチャン,Christian
クリスマス,Christmas
クリスマスイブ,Christmas Eve
クリスマスカード,Christmas card
クリスマスツリー,Christmas tree
クリック,click
クリップ,"clip (paper, surgical, etc.), hairpin, hair slide, curler"
クリニック,"clinic, workshop"
クリンチ,clinch
クリーク,5-wood (club)
クリーナー,cleaner
クリーニング,"cleaning, dry cleaning, laundry service"
クリーム,"cream, ice cream"
クリーン,clean
クリーンアップトリオ,"third, fourth, and fifth batters"
クリーンヒット,clean hit
久留子,cross sign
クルド,Kurd
クルー,crew
クルーザー,cruiser (i.e. warship or cabin cruiser)
クルージング,cruising
クルーズ,cruise
クレアチニンクリアランス,creatinine clearance
クレオソート,creosote
クレジット,credit
クレジットカード,credit card
クレディビリティーギャップ,credibility gap
クレンザー,cleanser
クレンジングクリーム,cleansing cream
クレー,clay
クレーコート,clay court (tennis)
クレージー,crazy
クレーター,"crater, pockmark"
クレープ,crêpe
クレーム,"claim (for compensation), customer complaint seeking compensation, (general) complaint, objection"
クレーン,crane (machine)
クロアチア,Croatia
クロス,"cloth, tablecloth, wallpaper, wall fabric"
クロス,"cross, crossing, intersecting, cross (soccer)"
クロスカントリー,"cross-country (running, skiing, etc.)"
クロスワード,crossword
クロック,clock
クロニクル,chronicle
クロノスコープ,chronoscope
クロム,chromium (Cr)
クロレラ,chlorella (alga)
クローク,"cloakroom, checkroom"
クローズ,"close, closing"
クローズアップ,"close-up, bringing attention to, bringing to the fore, putting under close scrutiny, highlighting"
クロール,"crawl (swimming), front crawl, forward crawl, web crawling"
クローン,clone
クワイア,choir
クーキー,"kooky, weird, cookie, cooky"
クーデター,"coup détat, coup"
クーペ,"coupé, coupe"
クーポン,"coupon, voucher"
クーラー,"air conditioner, cooler"
クーリングオフ,cooling-off (period)
苦力,coolie
クール,"cool (temperature, color, etc.), cool (i.e. calm and collected), cool (i.e. fashionable, attractive, etc.)"
グアテマラ,Guatemala
グアテマラ共和国,Republic of Guatemala
瓜姆,Guam
グダグダ,"tediously, persistently, repeatedly, at length, lazily, idly, slovenly, sluggishly, (boiling) to a pulp, to a mash, to a mush"
グッズ,"goods, promotional items"
グッド,good
グライコ,"graphic equalizer, graphic equaliser"
グライダー,glider
グラウンド,"field, sports ground, sports oval, playground"
グラグラ,"wobbling, tottering, shaking, unstably, unsteadily, wavering (e.g. over a decision), dithering, indecisively, boiling up, dizzily, giddily"
グラス,"glass (drinking vessel), glass (material), glasses (eyewear)"
グラスファイバー,"glass fiber, glass fibre"
グラタン,gratin
グラチェ,thank you
グラデーション,"gradation, gradation haircut, taper"
グラビア,"gravure, photogravure, rotogravure, gravure picture"
グラフ,graph
グラフィック,"graphics, graphic, graphic magazine, pictorial magazine"
グラフィックス,graphics
グラマー,"voluptuous, full-breasted, buxom, busty, voluptuous woman, big-breasted woman, glamour girl, glamor girl"
グラミー,Grammy (award)
瓦,"gram, gramme"
グランス,glans
グランデ,grand
グランド,"grand, large"
グランドピアノ,grand piano
グランプリ,"Grand Prix, grand prize"
グリコーゲン,glycogen
グリップ,grip
グリニッジ,Greenwich (Mean Time)
グリル,"grill (esp. fish grill), grilled food, grill room, restaurant serving grilled food, (radiator) grille"
グリークラブ,glee club
グリーン,"green (colour), green (energy, car, etc.), environmentally friendly, greenland, green space, lawn, green, putting green"
グリーンスクール,green school
グリーンピース,green peas
グリーンフィー,green fee
臥児狼徳,Greenland
グルメ,"fine food, high-quality food, gourmet, epicure, gastronome"
グルー,"glue, grue (fictional monster)"
グループ,group (usu. of people)
グループホーム,group home
グレコローマンスタイル,"Greco-Roman wrestling, Greco-Roman style, classic wrestling"
グレゴリオ,Gregorian (calendar)
グレー,"grey, gray"
グレーゾーン,"gray zone, grey zone, gray area"
グレート,"great, grate"
グレード,grade
グレープフルーツ,grapefruit
グロ,grotesque
グロテスク,grotesque
グロリア,Gloria
グローバリズム,globalism
グローバル,global
グローバル化,"globalization, globalisation"
グローブ,"glove (esp. in sports), mitt"
グー,"rock (in rock-paper-scissors), stone, fist, ungh, gulp, rumbling (of an empty stomach), growling, gurgling"
グー,good
グール,ghoul
ケア,"care, kea (Nestor notabilis)"
ケチャップ,"ketchup, catsup"
ケベック,Quebec
ケミカル,"chemical, synthetic"
ケルン,"Koeln, Cologne, cairn"
ケロイド,keloid
ケーオー,"KO, knock-out"
ケーキ,cake
ケージ,cage
ケース,"case (e.g. receptacle, condition, event, legal action, letter style, etc.), Computer-Aided Software Engineering, CASE"
ケーススタディ,case study
ケースワーカー,caseworker
ケーソン工法,caisson method
ケーブル,cable
ケープ,cape
ゲイ,gay person (esp. male)
ゲイリブ,gay lib(eration)
ゲイン,gain
ゲシュタポ,Gestapo
ゲスト,guest
ゲットー,ghetto
ゲノム,genome
ゲバリスタ,Guevarista
ゲリラ,"guerrilla, guerrilla warfare, sudden"
ゲル,"gel, yurt, money"
日耳曼,"Germanic (people, language, culture, etc.)"
ゲレンデ,ski slope
ゲン,gene
ゲージ,gauge
ゲート,"gate (for entry, boarding, etc.), gate, logic element"
ゲートボール,gateball (mallet sport similar to croquet)
ゲーム,game
ゲームセット,"game, set and match, end of the game, end of the match"
ゲームセンター,"game arcade, video arcade, penny arcade"
コア,"core, core, hardcore, all-out, passionate"
コアビタシオン,cohabitation
コアラ,koala
コイル,coil
コイン,"coin, token, slug"
コインロッカー,coin-operated locker
コカイン,cocaine
コギトエルゴスム,"cogito, ergo sum, I think, therefore I am"
ココア,"cocoa (beverage, cocoa solids), hot chocolate"
ココム,"Coordinating Committee for Export to Communist Area, COCOM"
コスタリカ,Costa Rica
コスチューム,costume
コスト,cost
コスプレ,"cosplay (dressing up as a character from an anime, manga, video game, etc.)"
コスモ,cosmos
コスモス,"cosmos, common cosmos (Cosmos bipinnatus)"
コスモポリタン,cosmopolitan
コック,"cook, chef, tap, spigot, faucet, cock, cock (male fowl), cock (penis)"
コックス,"cox, coxswain"
コックピット,cockpit
コットン,"cotton, cotton pads (usu. in amenity set), cotton buds"
洋杯,"glass (drinking vessel), tumbler, cups (playing card suit)"
コツコツ,"steadily, unflaggingly, untiringly, laboriously, diligently, knocking, tapping, clicking, drumming"
コテージ,cottage
コニャック,cognac
コニーデ,"stratovolcano, composite volcano"
コネ,"connection, pull"
コネクション,connection
コバルト,"cobalt (Co), cobalt blue"
コバルトブルー,cobalt blue
コピペ,"copy-and-paste, copypasta (block of text that is copied and pasted across the Internet)"
コピー,"copy, photocopy, book jacket blurb, (advertising) slogan"
コピー機,"copier, copy machine, photocopier"
コピーライト,copyright
コブラ,cobra
コペルニクス,Copernicus (1473-1543)
コマ,"coma (of a comet), coma, comatic aberration"
コマンド,"command, command key"
コマーシャル,commercial (e.g. TV)
コミカル,comical
コミック,"comic books, comics, comic, comical"
コミックス,comics
コミッショナー,commissioner
コミッション,commission
コミット,"committing (oneself to), commitment, involvement, participation, commit (data management, version control)"
コミュニケ,communiqué
コミュニケーション,communication
コミュニティ,community
コム,"computer output microfilm system, COM"
コメディアン,comedian
コメディー,comedy
コメンテーター,commentator
コメント,comment
コラボレーション,collaboration
コラム,"column (e.g. in newspaper), stand-alone feature article framed by a box"
コラムニスト,columnist
コラージュ,collage
コラール,choral
コリア,Korea
コリー,collie
コル,col
コルク,cork
コレクション,"collection (of art, stamps, etc.), collecting, collection (i.e. a range of new clothes), fashion show"
コレクター,collector
コレステロール,cholesterol
虎列剌,cholera
コロイド,colloid
コロコロ,"lightly rolling (of a small and round thing), pleasant, high-pitched sound (e.g. bell, young womans laughter), changing frequently (e.g. conversation, plans), (occurring) in rapid succession (e.g. sumo wrestlers being defeated), fickly, in a fickle manner, roly-poly, chirp chirp (sound of insects), ribbit ribbit (sound of frogs), croak croak, roller, lint roller, paint roller"
コロシアム,"Colosseum, Coliseum"
コロッケ,croquette
コロナ,"corona, coronavirus, COVID-19"
コロナ禍,"COVID-19 pandemic, coronavirus crisis, COVID-19 crisis"
コロナウイルス,coronavirus
コロニー,colony
コロラド,Colorado
コロン,"colon, eau de Cologne, colonist"
コロンブスデー,Columbus Day
混凝土,concrete
コンクール,"competition, contest"
コングロマーチャント,conglomerate merchant
コンコルド,"concord, Concord, Concorde"
コンコース,concourse
コンゴ,Congo
コンサルタント,consultant
コンサルティング,consulting
コンサート,concert
コンシューマー,consumer
公司,"company (in China), firm"
コンスタント,"constant, steady, constant"
